Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Age dependency ratio (% of working-age population),SP.POP.DPND,Caribbean small states,CSS,70.969389181288,60.028716277777,45.587447422245,45.124012451638,44.8136233611631,44.5307576100027,44.0638993033255,43.7657508052055,43.6823523980532,43.4543100778077,43.303667446771,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Central Europe and the Baltics,CEB,52.0955819509568,46.4090253784052,46.2371405604265,47.219842942068,48.2987522408802,49.4806315520175,50.6946037728369,51.9057947766614,53.0109571078145,53.838839108914,53.2066482407983,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Early-demographic dividend,EAR,76.8720744511426,68.1584488620415,56.3913792162931,55.8621004258039,55.3311160355413,54.8065316951422,54.3216665833331,53.8654155522763,53.3864792162203,52.8665435692651,52.3306821830689,..
Age dependency ratio (% of working-age population),SP.POP.DPND,East Asia & Pacific,EAS,55.211316075217,49.0737466491682,43.3799783928085,43.8745351366538,44.406451389745,45.0892932475567,45.7586257404932,46.3140701653142,46.7855418161783,47.0561784111159,47.2652744614589,..
Age dependency ratio (% of working-age population),SP.POP.DPND,East Asia & Pacific (excluding high income),EAP,56.6273076912652,49.5829364082724,42.2808395093227,42.7173385807946,43.2195146298863,43.8967313631468,44.5678453451732,45.1192532735078,45.577402671851,45.8211771542932,46.0100696557391,..
Age dependency ratio (% of working-age population),SP.POP.DPND,East Asia & Pacific (IDA & IBRD),TEA,56.7799850265767,49.6172055606975,42.2593104208952,42.7028566887658,43.215168022839,43.9074773909819,44.5902189661171,45.147956309987,45.608313327734,45.8502634634508,46.0336714406259,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Euro area,EMU,48.3393769888841,48.6750000186089,53.3610048408468,53.9546024011145,54.4849825497285,55.0202381415949,55.5172757278397,55.9967844952834,56.4385180767266,56.8438655111475,57.3018898319272,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Europe & Central Asia,ECS,52.4795545314751,49.9562426392954,49.3835356655053,50.1205621280043,50.8293824614745,51.5331921027302,52.2183911420823,52.8868131624107,53.4731104904763,53.9312878678501,54.3680800114087,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Europe & Central Asia (excluding high income),ECA,56.0688508431424,51.2491475980961,45.5577459635874,46.4012076357403,47.2174827225955,47.9989974554129,48.7767384900601,49.5558125450323,50.2296237009407,50.7189732997135,51.3967539135077,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Europe & Central Asia (IDA & IBRD),TEC,55.5238213458402,50.544332909787,45.4596558651252,46.3168932631097,47.1703901195283,48.0160521528362,48.8670009265782,49.7141047479926,50.4527403694955,50.9956880129689,51.4610363984473,..
Age dependency ratio (% of working-age population),SP.POP.DPND,European Union,EUU,49.3670484167144,48.3173420085003,52.020544326159,52.7032662423225,53.3524323300795,54.0216583972795,54.6662138047381,55.2917740108588,55.8625864531224,56.3492318532989,56.5732737952385,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Fragile and conflict affected situations,FCS,87.3781131408015,85.0531771539768,82.1708031665236,82.0172726651392,81.7715842368595,81.4560943176535,81.0998604961355,80.6684649392441,80.1281491245678,79.5260651185809,79.1404880203808,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Heavily indebted poor countries (HIPC),HPC,96.6530862805289,95.1287815275176,88.9256806133529,88.275860194947,87.5958829443082,86.8316404284952,86.0859192698277,85.3566507012903,84.5704496547919,83.7480586732272,82.9390224332141,..
Age dependency ratio (% of working-age population),SP.POP.DPND,High income,HIC,49.8014160450698,49.0348329964499,50.9450432346869,51.4746384488909,52.0390191148678,52.6301550599396,53.1350917937191,53.6492215009555,54.1847582325201,54.6738708374041,54.9866990818186,..
Age dependency ratio (% of working-age population),SP.POP.DPND,IBRD only,IBD,63.6321648580306,56.2312319696071,47.5616951485218,47.6381779546086,47.7464005468649,47.934668845446,48.1334069799126,48.2790689593339,48.3481303339798,48.2791725447862,48.171018788914,..
Age dependency ratio (% of working-age population),SP.POP.DPND,IDA & IBRD total,IBT,69.2076389664876,62.7844876517467,55.450922809347,55.4638647117507,55.4841708716631,55.5429223517689,55.5995987815128,55.6123939471395,55.5575011324053,55.3950199040594,55.2087172326796,..
Age dependency ratio (% of working-age population),SP.POP.DPND,IDA blend,IDB,91.6289514697123,85.9884449690772,79.1906447212576,78.8912977707192,78.5608881943133,78.0973272684308,77.5282365978668,76.93814049641,76.2626724240379,75.502131613536,74.6642799657177,..
Age dependency ratio (% of working-age population),SP.POP.DPND,IDA only,IDX,91.3875295984497,86.3193286543741,78.9706952476091,78.473072549743,77.8763514827889,77.2145566207472,76.5390025309564,75.8418194264206,75.110225774905,74.3732711364788,73.6755144152242,..
Age dependency ratio (% of working-age population),SP.POP.DPND,IDA total,IDA,91.4668879022081,86.2091144230593,79.0443439555687,78.612918628489,78.1047108620142,77.5083762933561,76.867635870076,76.2053170347681,75.4916871771872,74.7464084451686,74.0020696912446,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Late-demographic dividend,LTE,55.1329951208531,48.1841745009818,40.8561066563239,41.4501822627743,42.1041545999527,42.9105092512621,43.7008104548672,44.3802677758249,44.9769022716249,45.3659238767433,45.6319602573142,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Latin America & Caribbean,LCN,70.0950822253778,61.2114845373465,50.7231629012386,50.2727163798375,49.8675300926974,49.5199682384058,49.2441778284802,48.9965377896909,48.7204781376548,48.4227810030735,48.156889559113,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Latin America & Caribbean (excluding high income),LAC,70.7326647146108,61.5048354276759,50.6927350275912,50.2076956647863,49.7631692399555,49.3587214259164,49.0003798194042,48.6672099401458,48.3337503345232,47.9992045737392,47.7289816521256,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Latin America & Caribbean (IDA & IBRD),TLA,70.8423156420818,61.6398941351548,50.8392702064135,50.3733203356961,49.9534690285708,49.5922986886376,49.3037981902936,49.0409749840957,48.7468228832753,48.4348147124402,48.1557760891691,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Least developed countries: UN classification,LDC,92.1304279778336,87.96164103077,80.7093332282131,80.1146882981651,79.502819785335,78.8553824751458,78.2252462729449,77.5942787249272,76.9101594435266,76.2082961013282,75.5508800722939,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Low & middle income,LMY,69.3439284219409,62.9393214408812,55.5496781409031,55.553038051725,55.5610572773752,55.6034686633727,55.6413738030544,55.6363109862592,55.5683008495322,55.3961380832665,55.2204466675604,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Low income,LIC,94.1486066099361,94.7761579936695,88.771627901271,88.3481790614449,87.7348507459075,87.0017459709699,86.2191083851089,85.3599853122302,84.4797518614477,83.6179354102076,82.7488382654818,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Lower middle income,LMC,78.7817772181709,70.209765405521,59.8765803108934,59.4792317343332,59.0716527492723,58.6412898123728,58.2259864065686,57.8281719073002,57.3934294605169,56.9137795393122,56.491858294581,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Middle East & North Africa,MEA,85.7063969482143,68.7330302902743,55.305743065754,55.7178428490269,55.906615664559,55.9702210782558,55.9644165089283,55.8587711789296,55.8008316654631,55.6675202577627,55.2933973159329,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Middle East & North Africa (excluding high income),MNA,87.2664354284756,70.1643353893451,57.8918622641472,58.4203557578582,58.7047959969526,58.8389412508598,58.873839983706,58.7486489771934,58.5268792613688,58.2033712295812,57.7418812456999,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Middle East & North Africa (IDA & IBRD),TMN,87.1039318361539,69.8576301108349,57.6579559026736,58.1998170447157,58.4942185107796,58.6348937559462,58.6722157448208,58.5488252900565,58.330593469174,58.0117757044905,57.5545358713483,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Middle income,MIC,67.5339981928857,60.3114586539624,52.1289255806535,52.1306573089073,52.1531204567213,52.2253465115676,52.2970817835417,52.3271846944087,52.2900962373013,52.1368975886022,51.9779445603667,..
Age dependency ratio (% of working-age population),SP.POP.DPND,North America,NAC,50.7261967471259,50.4763224489067,50.1323474226736,50.3507432741578,50.8862994376215,51.5278689528323,51.9795487999045,52.503782622726,53.0184832799539,53.500469447139,53.9363761986485,..
Age dependency ratio (% of working-age population),SP.POP.DPND,OECD members,OED,52.6206154798648,51.0979324449462,51.8987078863636,52.2793620809638,52.695471114588,53.1327243666667,53.510366126813,53.8852798075299,54.2138550385758,54.4879754873394,54.6849025597566,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Other small states,OSS,79.0604963583055,72.3437356676585,59.7703852266077,59.2356073546628,58.7495021698469,58.3685466130759,58.0731808557262,57.8681560312144,57.8158351664081,57.6827785442109,57.3308831490492,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Pacific island small states,PSS,81.6399541886209,73.8856563349872,66.4094630911985,66.338196232625,66.2385661477847,66.1440256380986,66.0327546605111,65.8906632189017,65.6731273340939,65.3295354751608,64.9714005765908,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Post-demographic dividend,PST,48.6382143855621,48.6531409449424,51.9711972234432,52.5773777653486,53.2091262293704,53.8572746006626,54.3946873218346,54.9233184432733,55.4117934887636,55.8439538908581,56.3788891883392,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Pre-demographic dividend,PRE,96.2995794079112,93.4239506208918,90.5751953987029,90.15577961531,89.6680757117447,89.085467148371,88.438435188486,87.7119324543118,86.8907180558098,86.0241643998077,85.143592286123,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Small states,SST,77.3275791627137,69.7512120068028,57.5394015019621,57.0796105480173,56.6801830566461,56.3613429721958,56.0592974851391,55.8581298062001,55.8095569813859,55.6600452037051,55.365735031368,..
Age dependency ratio (% of working-age population),SP.POP.DPND,South Asia,SAS,75.8221886891304,68.783719257657,56.5091466712525,55.7693300719503,55.0450121368797,54.3106841893972,53.6190795941947,52.9802823334971,52.3266158822338,51.660404648205,51.0300819626778,..
Age dependency ratio (% of working-age population),SP.POP.DPND,South Asia (IDA & IBRD),TSA,75.8221886891304,68.783719257657,56.5091466712525,55.7693300719503,55.0450121368797,54.3106841893972,53.6190795941947,52.9802823334971,52.3266158822338,51.660404648205,51.0300819626778,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Sub-Saharan Africa,SSF,94.7398637155715,91.2439360357377,87.134494855596,86.6802893716227,86.2039820616008,85.6889521091925,85.0987778274085,84.4538105146001,83.7255034060808,82.9330260313518,82.1131325521954,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Sub-Saharan Africa (excluding high income),SSA,94.7435199581289,91.2484633545663,87.138587979184,86.6843146220332,86.2078901829395,85.6927309466989,85.1024147951461,84.4573016910554,83.7288439148249,82.9362122242964,82.1167603138353,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Sub-Saharan Africa (IDA & IBRD),TSS,94.7398637155716,91.2439360357377,87.134494855596,86.6802893716227,86.2039820616008,85.6889521091925,85.0987778274085,84.4538105146001,83.7255034060808,82.9330260313518,82.1131325521954,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Upper middle income,UMC,57.7151831309199,50.8940527833776,43.7862483854771,44.158528870695,44.5913824327917,45.1622905540645,45.7218866082951,46.1799853704766,46.5381546070704,46.7038476278084,46.806136979267,..
Age dependency ratio (% of working-age population),SP.POP.DPND,World,WLD,65.5612679466518,60.4460097775205,54.7845162057488,54.8772885415807,54.9791883200799,55.1157948125344,55.2371412369488,55.3232586609955,55.3553896434805,55.2900146632687,55.1891214101492,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: Gender Statistics,,,,,,,,,,,,,,,
Last Updated: 04/15/2024,,,,,,,,,,,,,,,
